_nid|_illustration|_illustration_description
60|MicrocebusP&B|a. Microcebus sitting in a tree
b. Microcebus climbing upside down on twigs
c. Microcebus standing on a horizontal branch
d. Microcebus standing on a twig
e. Microcebus mating

61|LFG3MicrocebusPlate1b|
62|LFG3MicrocebusPlate2b|
63|LFG3MicrocebusPlate3b|
131|MirzaP&B|a. Mirza resting on a large branch
	b. Mirza preparing to leap
	c. Mirza in an upside-down clinging posture
	d. Close-up of the face of Mirza (note the large ears)
	e. Mirza clinging sideways on a vertical branch while looking around
	f. Mirza crouched on a branch looking around
	g. Mirza in a sitting posture

142|AllocebusP&B|a. Allocebus climbing down twigs
	b. Allocebus standing quadrupedally on a branch
	c. Allocebus standing bipedally
	d. Allocebus clinging upside-down on a vertical branch
	e. Allocebus bridging between two supports
	f. Allocebus standing quadrupedally and looking around

147|Allocebus-rescan|
150|CheirogaleusP&B|a. Cheirogaleus standing quadrupedally
	b. Cheirogaleus standing on twigs
	c. Cheirogaleus clinging sideways to a branch
	d. Cheirogaleus feeding
	e. Cheirogaleus clinging to branches

176|PhanerP&B|a. Phaner clinging sideways to a vertical branch
b. Phaner in characteristic upside-down vertical clinging posture on a tree trunk
c. Phaner walking quadrupedally on a branch
d. Phaner eating gum on the trunk of a taly tree
e. Phaner clinging vertically to a branch
f. Phaner clinging sideways to a branch
g. Phaner clinging sideways to the trunk of a tree
h. Close-up of Phaner’s specialized lower dentition, the “tooth-comb” used to gouge holes to feed on tree exudates
i. Phaner in an upside-down vertical clinging posture feeding on tree exudates

197|LepilemurP&B|Lepilemur postural and behavioral drawings :
 a. Lepilemur in an aggressive posture
b. Lepilemur resting in a daytime sleeping site in the fork of a tree
c. Lepilemur peering out from a daytime sleeping hole
d. Mother and infant Lepilemur resting in a vertical clinging posture
e-f. Lepilemur leaping and twisting in mid-air from a vertical clinging posture g. Lepilemur in a resting posture
h-k. Sequence of images showing Lepilemur landing on a vertical trunk
l. Side view of head

275|LepilemurP&B_0|a. Lepilemur in an aggressive posture 
b. Lepilemur resting in a daytime sleeping site in the fork of a tree 
c. Lepilemur peering out from a daytime sleeping hole
d. Mother and infant Lepilemur resting in a vertical clinging posture 
e-f. Lepilemur leaping and twisting in mid-air from a vertical clinging posture
g. Lepilemur in a resting posture
h-k. Sequence of images showing Lepilemur landing on a vertical trunk
l. Side view of head
 

378|HapalemurPostural|    a. Hapalemur griseus in a vertical clinging rest posture 
    b. Hapalemur griseus resting, braced between two trunks
    c. Hapalemur griseus sitting on a horizontal branch
    d. Hapalemur aureus descending a branch 
    e. Hapalemur aureus reaching up to feed on bamboo shoots
    f. Hapalemur griseus looking around in a vertical clinging posture 
    g. Hapalemur aureus using a vertical clinging posture to feed on bamboo
    h. Hapalemur griseus with an infant in a crouched sitting posture
    i. Hapalemur griseus with an infant in a crouched sitting posture (the adult’s mouth
       is open in threat)
 

417|LemurP&B1|    a. Lemur catta feeding on tamarind fruit
    b. Lemur catta in mid-leap 
    c. Lemur catta male anointing its tail with scent from the antebrachial gland on the  
     plantar surface of the wrist
    d. Lemur catta in mid-leap
    e. Lemur catta in mid-leap
    f. Lemur catta climbing in a tree

425|EulemurP&B1|a. Eulemur fulvus female and infant standing quadrupedally
     b. Eulemur mongoz female and infant sitting on a branch 
    c. Eulemur albifrons male walking quadrupedally on a branch
    d. Eulemur fulvus female standing and feeding 
    e. Eulemur fulvus female in a sitting posture
    f. Eulemur rubriventer male in a vertical clinging resting posture

499|ruffeds1|a. Varecia standing quadrupedally on a rock 
    b. Varecia female grooming young using the tooth comb
    c. Varecia employing a hindlimb suspensory posture and looking around
    d. Varecia using a hindlimb suspensory posture for feeding
    e. Varecia resting in the fork of a tree
    f. Varecia standing quadrupedally on a branch 
    g. Varecia in a seated resting posture 
    h. Varecia leaping from one tree branch to another 
 

521|AvahiP&B|a. A group of Avahi huddled together in the characteristic sleeping posture 
b. Avahi infant “parked” on a branch by its mother 
c. Avahi in a supported sitting posture 
d. Avahi in a sitting posture 
e. Avahi mother and infant resting in the fork of a tree  
f. Avahi in the vertical clinging posture, showing the partly wound-up tail of an 
   animal that has just been disturbed

556|PropithecusP&B1|    a. Propithecus verreauxi in a suspensory feeding posture
    b. Propithecus verreauxi feeding 
    c. Propithecus verreauxi leaping
    d. Propithecus verreauxi sitting in a tree fork
    e. Propithecus verreauxi in a suspensory posture    
 

557|PropithecusP&B2|    a. Propithecus coquereli in the characteristic “chair” sitting posture
    b. Propithecus verreauxi resting on forked branches 
    c. Propithecus coquereli in a suspensory resting posture
    d. Propithecus verreauxi female and infant sitting on a branch
    e. Propithecus coquereli female and infant resting in a vertical 
       clinging posture

558|PropithecusP&B4|    a. Propithecus edwardsi with an infant in a seated resting posture, using branches  above as support
    b. Propithecus edwardsi with infant, about to leap from a vertical clinging position 
    c. Propithecus edwardsi with infant in a vertical clinging resting posture
    d. Propithecus edwardsi in a seated resting posture

559|PropithecusP&B3|    a. Propithecus verreauxi jumping from a tree to the ground 
    b-g. Propithecus verreauxi using the characteristic bipedal hopping locomotion to 
         cross the ground

606|IndriP&B2|a. Indri suspended by its arms, using a very simple arm-swinging locomotion 
    b. Indri resting on a horizontal branch
    c-d. Indri leaping
    e. Indri feeding from a vertical clinging posture

607|IndriP&B|a. Close-up of Indri feeding on leaves 
b. Indri calling
c. Indri looking up, about to leap from a vertical clinging posture
d. Indri with infant resting in a vertical clinging posture
e. Indri with infant resting in a sitting posture

617|DaubentoniaP&B|    a. Captive Daubentonia eating an egg using its long bony middle finger 
    b. Daubentonia suckling an infant
    c. Daubentonia in an aggressive posture
    d. Daubentonia using its long incisor teeth to gnaw a hole in a branch
    e. Daubentonia listening and probing for grubs with its long, bony middle finger
     (note the position of the ears)
    f. Daubentonia grooming its long, bony middle finger

